peak_x,peak_y,check,peak_h,peak_name,prominence,col_x,col_y,col_h,parent_x,parent_y,parent_h,parent_name,remark
121.5167,24.4214,24.4214 121.5167,1535,,100,121.5122,24.4219,1435,120.95728,23.47,3952,玉山,1
121.4236,24.3083,24.3083 121.4236,3573,中央尖東峰,100,121.4214,24.3083,3473,121.4161,24.3100,3693,中央尖,0
120.4986,23.1550,23.1550 120.4986,258,鹿陶洋,100,120.5036,23.1572,158,120.95728,23.47,3952,玉山,0
121.0611,22.9522,22.9522 121.0611,1748,,100,121.0558,22.9550,1648,120.95728,23.47,3952,玉山,1
121.5025,24.6811,24.6811 121.5025,1923,,100,121.4919,24.6731,1823,121.4797,24.6736,2096,巴博庫魯-2,1
121.0258,24.5625,24.5625 121.0258,1279,,100,121.0256,24.5611,1179,120.95728,23.47,3952,玉山,1
121.6542,24.8772,24.8772 121.6542,727,,100,121.6533,24.8719,627,120.95728,23.47,3952,玉山,1
120.5336,23.3217,23.3217 120.5336,1209,,100,120.5294,23.3164,1109,120.5233,23.3122,1237,,1
121.6092,24.6572,24.6572 121.6092,299,,100,121.6150,24.6522,199,120.95728,23.47,3952,玉山,1
120.9108,22.4492,22.4492 120.9108,461,,100,120.9100,22.4433,361,120.95728,23.47,3952,玉山,1
121.2306,24.4928,24.4928 121.2306,2723,,100,121.2267,24.4956,2623,121.2194,24.5003,2912,,1
120.8358,22.7678,22.7678 120.8358,1603,朗吾呂,100,120.8403,22.7683,1503,120.95728,23.47,3952,玉山,0
